locale,profile,text,state,layout,width,height,outside_pixels
pt_BR,compact,AX5,expired,rows-AX5,146.0,146.0,0
pt_BR,compact,AX5,expired,chart-AX5,146.0,146.0,0
pt_BR,compact,AX5,expired,medium-AX5,292.0,146.0,0
pt_BR,compact,AX5,expired,large-AX5,292.0,311.0,0
pt_BR,compact,normal,legacy,rows-normal,146.0,146.0,0
pt_BR,compact,normal,legacy,chart-normal,146.0,146.0,0
pt_BR,compact,normal,legacy,medium-normal,292.0,146.0,0
pt_BR,compact,normal,legacy,large-normal,292.0,311.0,0
pt_BR,compact,XXXL,legacy,rows-XXXL,146.0,146.0,0
pt_BR,compact,XXXL,legacy,chart-XXXL,146.0,146.0,0
pt_BR,compact,XXXL,legacy,medium-XXXL,292.0,146.0,0
pt_BR,compact,XXXL,legacy,large-XXXL,292.0,311.0,0
pt_BR,compact,AX5,legacy,rows-AX5,146.0,146.0,0
pt_BR,compact,AX5,legacy,chart-AX5,146.0,146.0,0
pt_BR,compact,AX5,legacy,medium-AX5,292.0,146.0,0
pt_BR,compact,AX5,legacy,large-AX5,292.0,311.0,0
ru_RU,compact,normal,future,small-rows,146.0,146.0,0
ru_RU,compact,normal,future,small-ISS,146.0,146.0,0
ru_RU,compact,normal,future,small-Tiangong,146.0,146.0,0
ru_RU,compact,normal,future,medium,292.0,146.0,0
ru_RU,compact,normal,future,large-ISS,292.0,311.0,0
ru_RU,compact,normal,future,large-Tiangong,292.0,311.0,0
ru_RU,narrow,normal,future,small-rows,158.0,158.0,0
ru_RU,narrow,normal,future,small-ISS,158.0,158.0,0
ru_RU,narrow,normal,future,small-Tiangong,158.0,158.0,0
ru_RU,narrow,normal,future,medium,338.0,158.0,0
ru_RU,narrow,normal,future,large-ISS,338.0,354.0,0
ru_RU,narrow,normal,future,large-Tiangong,338.0,354.0,0
ru_RU,regular,normal,future,small-rows,170.0,170.0,0
ru_RU,regular,normal,future,small-ISS,170.0,170.0,0
ru_RU,regular,normal,future,small-Tiangong,170.0,170.0,0
ru_RU,regular,normal,future,medium,364.0,170.0,0
ru_RU,regular,normal,future,large-ISS,364.0,382.0,0
ru_RU,regular,normal,future,large-Tiangong,364.0,382.0,0
ru_RU,wide,normal,future,small-rows,180.0,180.0,0
ru_RU,wide,normal,future,small-ISS,180.0,180.0,0
ru_RU,wide,normal,future,small-Tiangong,180.0,180.0,0
ru_RU,wide,normal,future,medium,382.0,180.0,0
ru_RU,wide,normal,future,large-ISS,382.0,402.0,0
ru_RU,wide,normal,future,large-Tiangong,382.0,402.0,0
ru_RU,compact,XXXL,future,small-rows,146.0,146.0,0
ru_RU,compact,XXXL,future,small-ISS,146.0,146.0,0
ru_RU,compact,XXXL,future,small-Tiangong,146.0,146.0,0
ru_RU,compact,XXXL,future,medium,292.0,146.0,0
ru_RU,compact,XXXL,future,large-ISS,292.0,311.0,0
ru_RU,compact,XXXL,future,large-Tiangong,292.0,311.0,0
ru_RU,narrow,XXXL,future,small-rows,158.0,158.0,0
ru_RU,narrow,XXXL,future,small-ISS,158.0,158.0,0
ru_RU,narrow,XXXL,future,small-Tiangong,158.0,158.0,0
ru_RU,narrow,XXXL,future,medium,338.0,158.0,0
ru_RU,narrow,XXXL,future,large-ISS,338.0,354.0,0
ru_RU,narrow,XXXL,future,large-Tiangong,338.0,354.0,0
ru_RU,regular,XXXL,future,small-rows,170.0,170.0,0
ru_RU,regular,XXXL,future,small-ISS,170.0,170.0,0
ru_RU,regular,XXXL,future,small-Tiangong,170.0,170.0,0
ru_RU,regular,XXXL,future,medium,364.0,170.0,0
ru_RU,regular,XXXL,future,large-ISS,364.0,382.0,0
ru_RU,regular,XXXL,future,large-Tiangong,364.0,382.0,0
ru_RU,wide,XXXL,future,small-rows,180.0,180.0,0
ru_RU,wide,XXXL,future,small-ISS,180.0,180.0,0
ru_RU,wide,XXXL,future,small-Tiangong,180.0,180.0,0
ru_RU,wide,XXXL,future,medium,382.0,180.0,0
ru_RU,wide,XXXL,future,large-ISS,382.0,402.0,0
ru_RU,wide,XXXL,future,large-Tiangong,382.0,402.0,0
ru_RU,compact,AX5,future,small-rows,146.0,146.0,0
ru_RU,compact,AX5,future,small-ISS,146.0,146.0,0
ru_RU,compact,AX5,future,small-Tiangong,146.0,146.0,0
ru_RU,compact,AX5,future,medium,292.0,146.0,0
ru_RU,compact,AX5,future,large-ISS,292.0,311.0,0
ru_RU,compact,AX5,future,large-Tiangong,292.0,311.0,0
ru_RU,compact,normal,ongoing,rows-normal,146.0,146.0,0
ru_RU,compact,normal,ongoing,chart-normal,146.0,146.0,0
ru_RU,compact,normal,ongoing,medium-normal,292.0,146.0,0
ru_RU,compact,normal,ongoing,large-normal,292.0,311.0,0
ru_RU,compact,XXXL,ongoing,rows-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,ongoing,chart-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,ongoing,medium-XXXL,292.0,146.0,0
ru_RU,compact,XXXL,ongoing,large-XXXL,292.0,311.0,0
ru_RU,compact,AX5,ongoing,rows-AX5,146.0,146.0,0
ru_RU,compact,AX5,ongoing,chart-AX5,146.0,146.0,0
ru_RU,compact,AX5,ongoing,medium-AX5,292.0,146.0,0
ru_RU,compact,AX5,ongoing,large-AX5,292.0,311.0,0
ru_RU,compact,normal,empty,rows-normal,146.0,146.0,0
ru_RU,compact,normal,empty,chart-normal,146.0,146.0,0
ru_RU,compact,normal,empty,medium-normal,292.0,146.0,0
ru_RU,compact,normal,empty,large-normal,292.0,311.0,0
ru_RU,compact,XXXL,empty,rows-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,empty,chart-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,empty,medium-XXXL,292.0,146.0,0
ru_RU,compact,XXXL,empty,large-XXXL,292.0,311.0,0
ru_RU,compact,AX5,empty,rows-AX5,146.0,146.0,0
ru_RU,compact,AX5,empty,chart-AX5,146.0,146.0,0
ru_RU,compact,AX5,empty,medium-AX5,292.0,146.0,0
ru_RU,compact,AX5,empty,large-AX5,292.0,311.0,0
ru_RU,compact,normal,setup,rows-normal,146.0,146.0,0
ru_RU,compact,normal,setup,chart-normal,146.0,146.0,0
ru_RU,compact,normal,setup,medium-normal,292.0,146.0,0
ru_RU,compact,normal,setup,large-normal,292.0,311.0,0
ru_RU,compact,XXXL,setup,rows-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,setup,chart-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,setup,medium-XXXL,292.0,146.0,0
ru_RU,compact,XXXL,setup,large-XXXL,292.0,311.0,0
ru_RU,compact,AX5,setup,rows-AX5,146.0,146.0,0
ru_RU,compact,AX5,setup,chart-AX5,146.0,146.0,0
ru_RU,compact,AX5,setup,medium-AX5,292.0,146.0,0
ru_RU,compact,AX5,setup,large-AX5,292.0,311.0,0
ru_RU,compact,normal,expired,rows-normal,146.0,146.0,0
ru_RU,compact,normal,expired,chart-normal,146.0,146.0,0
ru_RU,compact,normal,expired,medium-normal,292.0,146.0,0
ru_RU,compact,normal,expired,large-normal,292.0,311.0,0
ru_RU,compact,XXXL,expired,rows-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,expired,chart-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,expired,medium-XXXL,292.0,146.0,0
ru_RU,compact,XXXL,expired,large-XXXL,292.0,311.0,0
ru_RU,compact,AX5,expired,rows-AX5,146.0,146.0,0
ru_RU,compact,AX5,expired,chart-AX5,146.0,146.0,0
ru_RU,compact,AX5,expired,medium-AX5,292.0,146.0,0
ru_RU,compact,AX5,expired,large-AX5,292.0,311.0,0
ru_RU,compact,normal,legacy,rows-normal,146.0,146.0,0
ru_RU,compact,normal,legacy,chart-normal,146.0,146.0,0
ru_RU,compact,normal,legacy,medium-normal,292.0,146.0,0
ru_RU,compact,normal,legacy,large-normal,292.0,311.0,0
ru_RU,compact,XXXL,legacy,rows-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,legacy,chart-XXXL,146.0,146.0,0
ru_RU,compact,XXXL,legacy,medium-XXXL,292.0,146.0,0
ru_RU,compact,XXXL,legacy,large-XXXL,292.0,311.0,0
ru_RU,compact,AX5,legacy,rows-AX5,146.0,146.0,0
ru_RU,compact,AX5,legacy,chart-AX5,146.0,146.0,0
ru_RU,compact,AX5,legacy,medium-AX5,292.0,146.0,0
ru_RU,compact,AX5,legacy,large-AX5,292.0,311.0,0
zh_Hans,compact,normal,future,small-rows,146.0,146.0,0
zh_Hans,compact,normal,future,small-ISS,146.0,146.0,0
zh_Hans,compact,normal,future,small-Tiangong,146.0,146.0,0
zh_Hans,compact,normal,future,medium,292.0,146.0,0
zh_Hans,compact,normal,future,large-ISS,292.0,311.0,0
zh_Hans,compact,normal,future,large-Tiangong,292.0,311.0,0
zh_Hans,narrow,normal,future,small-rows,158.0,158.0,0
zh_Hans,narrow,normal,future,small-ISS,158.0,158.0,0
zh_Hans,narrow,normal,future,small-Tiangong,158.0,158.0,0
zh_Hans,narrow,normal,future,medium,338.0,158.0,0
zh_Hans,narrow,normal,future,large-ISS,338.0,354.0,0
zh_Hans,narrow,normal,future,large-Tiangong,338.0,354.0,0
zh_Hans,regular,normal,future,small-rows,170.0,170.0,0
zh_Hans,regular,normal,future,small-ISS,170.0,170.0,0
zh_Hans,regular,normal,future,small-Tiangong,170.0,170.0,0
zh_Hans,regular,normal,future,medium,364.0,170.0,0
zh_Hans,regular,normal,future,large-ISS,364.0,382.0,0
zh_Hans,regular,normal,future,large-Tiangong,364.0,382.0,0
zh_Hans,wide,normal,future,small-rows,180.0,180.0,0
zh_Hans,wide,normal,future,small-ISS,180.0,180.0,0
zh_Hans,wide,normal,future,small-Tiangong,180.0,180.0,0
zh_Hans,wide,normal,future,medium,382.0,180.0,0
zh_Hans,wide,normal,future,large-ISS,382.0,402.0,0
zh_Hans,wide,normal,future,large-Tiangong,382.0,402.0,0
zh_Hans,compact,XXXL,future,small-rows,146.0,146.0,0
zh_Hans,compact,XXXL,future,small-ISS,146.0,146.0,0
zh_Hans,compact,XXXL,future,small-Tiangong,146.0,146.0,0
zh_Hans,compact,XXXL,future,medium,292.0,146.0,0
zh_Hans,compact,XXXL,future,large-ISS,292.0,311.0,0
zh_Hans,compact,XXXL,future,large-Tiangong,292.0,311.0,0
zh_Hans,narrow,XXXL,future,small-rows,158.0,158.0,0
zh_Hans,narrow,XXXL,future,small-ISS,158.0,158.0,0
zh_Hans,narrow,XXXL,future,small-Tiangong,158.0,158.0,0
zh_Hans,narrow,XXXL,future,medium,338.0,158.0,0
zh_Hans,narrow,XXXL,future,large-ISS,338.0,354.0,0
zh_Hans,narrow,XXXL,future,large-Tiangong,338.0,354.0,0
zh_Hans,regular,XXXL,future,small-rows,170.0,170.0,0
zh_Hans,regular,XXXL,future,small-ISS,170.0,170.0,0
zh_Hans,regular,XXXL,future,small-Tiangong,170.0,170.0,0
zh_Hans,regular,XXXL,future,medium,364.0,170.0,0
zh_Hans,regular,XXXL,future,large-ISS,364.0,382.0,0
zh_Hans,regular,XXXL,future,large-Tiangong,364.0,382.0,0
zh_Hans,wide,XXXL,future,small-rows,180.0,180.0,0
zh_Hans,wide,XXXL,future,small-ISS,180.0,180.0,0
zh_Hans,wide,XXXL,future,small-Tiangong,180.0,180.0,0
zh_Hans,wide,XXXL,future,medium,382.0,180.0,0
zh_Hans,wide,XXXL,future,large-ISS,382.0,402.0,0
zh_Hans,wide,XXXL,future,large-Tiangong,382.0,402.0,0
zh_Hans,compact,AX5,future,small-rows,146.0,146.0,0
zh_Hans,compact,AX5,future,small-ISS,146.0,146.0,0
zh_Hans,compact,AX5,future,small-Tiangong,146.0,146.0,0
zh_Hans,compact,AX5,future,medium,292.0,146.0,0
zh_Hans,compact,AX5,future,large-ISS,292.0,311.0,0
zh_Hans,compact,AX5,future,large-Tiangong,292.0,311.0,0
zh_Hans,compact,normal,ongoing,rows-normal,146.0,146.0,0
zh_Hans,compact,normal,ongoing,chart-normal,146.0,146.0,0
zh_Hans,compact,normal,ongoing,medium-normal,292.0,146.0,0
zh_Hans,compact,normal,ongoing,large-normal,292.0,311.0,0
zh_Hans,compact,XXXL,ongoing,rows-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,ongoing,chart-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,ongoing,medium-XXXL,292.0,146.0,0
zh_Hans,compact,XXXL,ongoing,large-XXXL,292.0,311.0,0
zh_Hans,compact,AX5,ongoing,rows-AX5,146.0,146.0,0
zh_Hans,compact,AX5,ongoing,chart-AX5,146.0,146.0,0
zh_Hans,compact,AX5,ongoing,medium-AX5,292.0,146.0,0
zh_Hans,compact,AX5,ongoing,large-AX5,292.0,311.0,0
zh_Hans,compact,normal,empty,rows-normal,146.0,146.0,0
zh_Hans,compact,normal,empty,chart-normal,146.0,146.0,0
zh_Hans,compact,normal,empty,medium-normal,292.0,146.0,0
zh_Hans,compact,normal,empty,large-normal,292.0,311.0,0
zh_Hans,compact,XXXL,empty,rows-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,empty,chart-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,empty,medium-XXXL,292.0,146.0,0
zh_Hans,compact,XXXL,empty,large-XXXL,292.0,311.0,0
zh_Hans,compact,AX5,empty,rows-AX5,146.0,146.0,0
zh_Hans,compact,AX5,empty,chart-AX5,146.0,146.0,0
zh_Hans,compact,AX5,empty,medium-AX5,292.0,146.0,0
zh_Hans,compact,AX5,empty,large-AX5,292.0,311.0,0
zh_Hans,compact,normal,setup,rows-normal,146.0,146.0,0
zh_Hans,compact,normal,setup,chart-normal,146.0,146.0,0
zh_Hans,compact,normal,setup,medium-normal,292.0,146.0,0
zh_Hans,compact,normal,setup,large-normal,292.0,311.0,0
zh_Hans,compact,XXXL,setup,rows-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,setup,chart-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,setup,medium-XXXL,292.0,146.0,0
zh_Hans,compact,XXXL,setup,large-XXXL,292.0,311.0,0
zh_Hans,compact,AX5,setup,rows-AX5,146.0,146.0,0
zh_Hans,compact,AX5,setup,chart-AX5,146.0,146.0,0
zh_Hans,compact,AX5,setup,medium-AX5,292.0,146.0,0
zh_Hans,compact,AX5,setup,large-AX5,292.0,311.0,0
zh_Hans,compact,normal,expired,rows-normal,146.0,146.0,0
zh_Hans,compact,normal,expired,chart-normal,146.0,146.0,0
zh_Hans,compact,normal,expired,medium-normal,292.0,146.0,0
zh_Hans,compact,normal,expired,large-normal,292.0,311.0,0
zh_Hans,compact,XXXL,expired,rows-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,expired,chart-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,expired,medium-XXXL,292.0,146.0,0
zh_Hans,compact,XXXL,expired,large-XXXL,292.0,311.0,0
zh_Hans,compact,AX5,expired,rows-AX5,146.0,146.0,0
zh_Hans,compact,AX5,expired,chart-AX5,146.0,146.0,0
zh_Hans,compact,AX5,expired,medium-AX5,292.0,146.0,0
zh_Hans,compact,AX5,expired,large-AX5,292.0,311.0,0
zh_Hans,compact,normal,legacy,rows-normal,146.0,146.0,0
zh_Hans,compact,normal,legacy,chart-normal,146.0,146.0,0
zh_Hans,compact,normal,legacy,medium-normal,292.0,146.0,0
zh_Hans,compact,normal,legacy,large-normal,292.0,311.0,0
zh_Hans,compact,XXXL,legacy,rows-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,legacy,chart-XXXL,146.0,146.0,0
zh_Hans,compact,XXXL,legacy,medium-XXXL,292.0,146.0,0
zh_Hans,compact,XXXL,legacy,large-XXXL,292.0,311.0,0
zh_Hans,compact,AX5,legacy,rows-AX5,146.0,146.0,0
zh_Hans,compact,AX5,legacy,chart-AX5,146.0,146.0,0
zh_Hans,compact,AX5,legacy,medium-AX5,292.0,146.0,0
zh_Hans,compact,AX5,legacy,large-AX5,292.0,311.0,0
ja_JP,compact,normal,future,small-rows,146.0,146.0,0
ja_JP,compact,normal,future,small-ISS,146.0,146.0,0
ja_JP,compact,normal,future,small-Tiangong,146.0,146.0,0
ja_JP,compact,normal,future,medium,292.0,146.0,0
ja_JP,compact,normal,future,large-ISS,292.0,311.0,0
ja_JP,compact,normal,future,large-Tiangong,292.0,311.0,0
ja_JP,narrow,normal,future,small-rows,158.0,158.0,0
ja_JP,narrow,normal,future,small-ISS,158.0,158.0,0
ja_JP,narrow,normal,future,small-Tiangong,158.0,158.0,0
ja_JP,narrow,normal,future,medium,338.0,158.0,0
ja_JP,narrow,normal,future,large-ISS,338.0,354.0,0
ja_JP,narrow,normal,future,large-Tiangong,338.0,354.0,0
ja_JP,regular,normal,future,small-rows,170.0,170.0,0
ja_JP,regular,normal,future,small-ISS,170.0,170.0,0
ja_JP,regular,normal,future,small-Tiangong,170.0,170.0,0
ja_JP,regular,normal,future,medium,364.0,170.0,0
ja_JP,regular,normal,future,large-ISS,364.0,382.0,0
ja_JP,regular,normal,future,large-Tiangong,364.0,382.0,0
ja_JP,wide,normal,future,small-rows,180.0,180.0,0
ja_JP,wide,normal,future,small-ISS,180.0,180.0,0
ja_JP,wide,normal,future,small-Tiangong,180.0,180.0,0
ja_JP,wide,normal,future,medium,382.0,180.0,0
ja_JP,wide,normal,future,large-ISS,382.0,402.0,0
ja_JP,wide,normal,future,large-Tiangong,382.0,402.0,0
ja_JP,compact,XXXL,future,small-rows,146.0,146.0,0
ja_JP,compact,XXXL,future,small-ISS,146.0,146.0,0
ja_JP,compact,XXXL,future,small-Tiangong,146.0,146.0,0
ja_JP,compact,XXXL,future,medium,292.0,146.0,0
ja_JP,compact,XXXL,future,large-ISS,292.0,311.0,0
ja_JP,compact,XXXL,future,large-Tiangong,292.0,311.0,0
ja_JP,narrow,XXXL,future,small-rows,158.0,158.0,0
ja_JP,narrow,XXXL,future,small-ISS,158.0,158.0,0
ja_JP,narrow,XXXL,future,small-Tiangong,158.0,158.0,0
ja_JP,narrow,XXXL,future,medium,338.0,158.0,0
ja_JP,narrow,XXXL,future,large-ISS,338.0,354.0,0
ja_JP,narrow,XXXL,future,large-Tiangong,338.0,354.0,0
ja_JP,regular,XXXL,future,small-rows,170.0,170.0,0
ja_JP,regular,XXXL,future,small-ISS,170.0,170.0,0
ja_JP,regular,XXXL,future,small-Tiangong,170.0,170.0,0
ja_JP,regular,XXXL,future,medium,364.0,170.0,0
ja_JP,regular,XXXL,future,large-ISS,364.0,382.0,0
ja_JP,regular,XXXL,future,large-Tiangong,364.0,382.0,0
ja_JP,wide,XXXL,future,small-rows,180.0,180.0,0
ja_JP,wide,XXXL,future,small-ISS,180.0,180.0,0
ja_JP,wide,XXXL,future,small-Tiangong,180.0,180.0,0
ja_JP,wide,XXXL,future,medium,382.0,180.0,0
ja_JP,wide,XXXL,future,large-ISS,382.0,402.0,0
ja_JP,wide,XXXL,future,large-Tiangong,382.0,402.0,0
ja_JP,compact,AX5,future,small-rows,146.0,146.0,0
ja_JP,compact,AX5,future,small-ISS,146.0,146.0,0
ja_JP,compact,AX5,future,small-Tiangong,146.0,146.0,0
ja_JP,compact,AX5,future,medium,292.0,146.0,0
ja_JP,compact,AX5,future,large-ISS,292.0,311.0,0
ja_JP,compact,AX5,future,large-Tiangong,292.0,311.0,0
ja_JP,compact,normal,ongoing,rows-normal,146.0,146.0,0
ja_JP,compact,normal,ongoing,chart-normal,146.0,146.0,0
ja_JP,compact,normal,ongoing,medium-normal,292.0,146.0,0
ja_JP,compact,normal,ongoing,large-normal,292.0,311.0,0
ja_JP,compact,XXXL,ongoing,rows-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,ongoing,chart-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,ongoing,medium-XXXL,292.0,146.0,0
ja_JP,compact,XXXL,ongoing,large-XXXL,292.0,311.0,0
ja_JP,compact,AX5,ongoing,rows-AX5,146.0,146.0,0
ja_JP,compact,AX5,ongoing,chart-AX5,146.0,146.0,0
ja_JP,compact,AX5,ongoing,medium-AX5,292.0,146.0,0
ja_JP,compact,AX5,ongoing,large-AX5,292.0,311.0,0
ja_JP,compact,normal,empty,rows-normal,146.0,146.0,0
ja_JP,compact,normal,empty,chart-normal,146.0,146.0,0
ja_JP,compact,normal,empty,medium-normal,292.0,146.0,0
ja_JP,compact,normal,empty,large-normal,292.0,311.0,0
ja_JP,compact,XXXL,empty,rows-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,empty,chart-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,empty,medium-XXXL,292.0,146.0,0
ja_JP,compact,XXXL,empty,large-XXXL,292.0,311.0,0
ja_JP,compact,AX5,empty,rows-AX5,146.0,146.0,0
ja_JP,compact,AX5,empty,chart-AX5,146.0,146.0,0
ja_JP,compact,AX5,empty,medium-AX5,292.0,146.0,0
ja_JP,compact,AX5,empty,large-AX5,292.0,311.0,0
ja_JP,compact,normal,setup,rows-normal,146.0,146.0,0
ja_JP,compact,normal,setup,chart-normal,146.0,146.0,0
ja_JP,compact,normal,setup,medium-normal,292.0,146.0,0
ja_JP,compact,normal,setup,large-normal,292.0,311.0,0
ja_JP,compact,XXXL,setup,rows-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,setup,chart-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,setup,medium-XXXL,292.0,146.0,0
ja_JP,compact,XXXL,setup,large-XXXL,292.0,311.0,0
ja_JP,compact,AX5,setup,rows-AX5,146.0,146.0,0
ja_JP,compact,AX5,setup,chart-AX5,146.0,146.0,0
ja_JP,compact,AX5,setup,medium-AX5,292.0,146.0,0
ja_JP,compact,AX5,setup,large-AX5,292.0,311.0,0
ja_JP,compact,normal,expired,rows-normal,146.0,146.0,0
ja_JP,compact,normal,expired,chart-normal,146.0,146.0,0
ja_JP,compact,normal,expired,medium-normal,292.0,146.0,0
ja_JP,compact,normal,expired,large-normal,292.0,311.0,0
ja_JP,compact,XXXL,expired,rows-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,expired,chart-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,expired,medium-XXXL,292.0,146.0,0
ja_JP,compact,XXXL,expired,large-XXXL,292.0,311.0,0
ja_JP,compact,AX5,expired,rows-AX5,146.0,146.0,0
ja_JP,compact,AX5,expired,chart-AX5,146.0,146.0,0
ja_JP,compact,AX5,expired,medium-AX5,292.0,146.0,0
ja_JP,compact,AX5,expired,large-AX5,292.0,311.0,0
ja_JP,compact,normal,legacy,rows-normal,146.0,146.0,0
ja_JP,compact,normal,legacy,chart-normal,146.0,146.0,0
ja_JP,compact,normal,legacy,medium-normal,292.0,146.0,0
ja_JP,compact,normal,legacy,large-normal,292.0,311.0,0
ja_JP,compact,XXXL,legacy,rows-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,legacy,chart-XXXL,146.0,146.0,0
ja_JP,compact,XXXL,legacy,medium-XXXL,292.0,146.0,0
ja_JP,compact,XXXL,legacy,large-XXXL,292.0,311.0,0
ja_JP,compact,AX5,legacy,rows-AX5,146.0,146.0,0
ja_JP,compact,AX5,legacy,chart-AX5,146.0,146.0,0
ja_JP,compact,AX5,legacy,medium-AX5,292.0,146.0,0
ja_JP,compact,AX5,legacy,large-AX5,292.0,311.0,0
ko_KR,compact,normal,future,small-rows,146.0,146.0,0
ko_KR,compact,normal,future,small-ISS,146.0,146.0,0
ko_KR,compact,normal,future,small-Tiangong,146.0,146.0,0
ko_KR,compact,normal,future,medium,292.0,146.0,0
ko_KR,compact,normal,future,large-ISS,292.0,311.0,0
ko_KR,compact,normal,future,large-Tiangong,292.0,311.0,0
ko_KR,narrow,normal,future,small-rows,158.0,158.0,0
ko_KR,narrow,normal,future,small-ISS,158.0,158.0,0
ko_KR,narrow,normal,future,small-Tiangong,158.0,158.0,0
ko_KR,narrow,normal,future,medium,338.0,158.0,0
ko_KR,narrow,normal,future,large-ISS,338.0,354.0,0
ko_KR,narrow,normal,future,large-Tiangong,338.0,354.0,0
ko_KR,regular,normal,future,small-rows,170.0,170.0,0
ko_KR,regular,normal,future,small-ISS,170.0,170.0,0
ko_KR,regular,normal,future,small-Tiangong,170.0,170.0,0
ko_KR,regular,normal,future,medium,364.0,170.0,0
ko_KR,regular,normal,future,large-ISS,364.0,382.0,0
ko_KR,regular,normal,future,large-Tiangong,364.0,382.0,0
ko_KR,wide,normal,future,small-rows,180.0,180.0,0
ko_KR,wide,normal,future,small-ISS,180.0,180.0,0
ko_KR,wide,normal,future,small-Tiangong,180.0,180.0,0
ko_KR,wide,normal,future,medium,382.0,180.0,0
ko_KR,wide,normal,future,large-ISS,382.0,402.0,0
ko_KR,wide,normal,future,large-Tiangong,382.0,402.0,0
ko_KR,compact,XXXL,future,small-rows,146.0,146.0,0
ko_KR,compact,XXXL,future,small-ISS,146.0,146.0,0
ko_KR,compact,XXXL,future,small-Tiangong,146.0,146.0,0
ko_KR,compact,XXXL,future,medium,292.0,146.0,0
ko_KR,compact,XXXL,future,large-ISS,292.0,311.0,0
ko_KR,compact,XXXL,future,large-Tiangong,292.0,311.0,0
ko_KR,narrow,XXXL,future,small-rows,158.0,158.0,0
ko_KR,narrow,XXXL,future,small-ISS,158.0,158.0,0
ko_KR,narrow,XXXL,future,small-Tiangong,158.0,158.0,0
ko_KR,narrow,XXXL,future,medium,338.0,158.0,0
ko_KR,narrow,XXXL,future,large-ISS,338.0,354.0,0
ko_KR,narrow,XXXL,future,large-Tiangong,338.0,354.0,0
ko_KR,regular,XXXL,future,small-rows,170.0,170.0,0
ko_KR,regular,XXXL,future,small-ISS,170.0,170.0,0
ko_KR,regular,XXXL,future,small-Tiangong,170.0,170.0,0
ko_KR,regular,XXXL,future,medium,364.0,170.0,0
ko_KR,regular,XXXL,future,large-ISS,364.0,382.0,0
ko_KR,regular,XXXL,future,large-Tiangong,364.0,382.0,0
ko_KR,wide,XXXL,future,small-rows,180.0,180.0,0
ko_KR,wide,XXXL,future,small-ISS,180.0,180.0,0
ko_KR,wide,XXXL,future,small-Tiangong,180.0,180.0,0
ko_KR,wide,XXXL,future,medium,382.0,180.0,0
ko_KR,wide,XXXL,future,large-ISS,382.0,402.0,0
ko_KR,wide,XXXL,future,large-Tiangong,382.0,402.0,0
ko_KR,compact,AX5,future,small-rows,146.0,146.0,0
ko_KR,compact,AX5,future,small-ISS,146.0,146.0,0
ko_KR,compact,AX5,future,small-Tiangong,146.0,146.0,0
ko_KR,compact,AX5,future,medium,292.0,146.0,0
ko_KR,compact,AX5,future,large-ISS,292.0,311.0,0
ko_KR,compact,AX5,future,large-Tiangong,292.0,311.0,0
ko_KR,compact,normal,ongoing,rows-normal,146.0,146.0,0
ko_KR,compact,normal,ongoing,chart-normal,146.0,146.0,0
ko_KR,compact,normal,ongoing,medium-normal,292.0,146.0,0
ko_KR,compact,normal,ongoing,large-normal,292.0,311.0,0
ko_KR,compact,XXXL,ongoing,rows-XXXL,146.0,146.0,0
ko_KR,compact,XXXL,ongoing,chart-XXXL,146.0,146.0,0
ko_KR,compact,XXXL,ongoing,medium-XXXL,292.0,146.0,0
ko_KR,compact,XXXL,ongoing,large-XXXL,292.0,311.0,0
ko_KR,compact,AX5,ongoing,rows-AX5,146.0,146.0,0
ko_KR,compact,AX5,ongoing,chart-AX5,146.0,146.0,0
ko_KR,compact,AX5,ongoing,medium-AX5,292.0,146.0,0
ko_KR,compact,AX5,ongoing,large-AX5,292.0,311.0,0
ko_KR,compact,normal,empty,rows-normal,146.0,146.0,0
ko_KR,compact,normal,empty,chart-normal,146.0,146.0,0
ko_KR,compact,normal,empty,medium-normal,292.0,146.0,0
ko_KR,compact,normal,empty,large-normal,292.0,311.0,0
ko_KR,compact,XXXL,empty,rows-XXXL,146.0,146.0,0
